,DateTime,ResolutionCode,AreaCode,AreaTypeCode,AreaName,MapCode,ProductionType,ActualGenerationOutput,ActualConsumption,UpdateTime
184,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Biomass,0.0,,2018-01-18 11:01:30
185,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Fossil Oil,0.0,,2018-01-18 11:01:30
186,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Fossil Hard coal,0.0,,2018-01-18 11:01:30
187,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Waste,0.0,,2018-01-18 11:01:31
188,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Solar,0.0,,2018-01-18 11:01:31
189,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Nuclear,0.0,,2018-01-18 11:01:31
190,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:01:31
191,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTA,FR CTA,FR,Wind Onshore,0.0,,2018-01-18 11:01:31
192,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Fossil Oil,0.0,,2021-02-27 15:51:48
193,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Fossil Hard coal,0.0,,2021-02-27 13:36:32
194,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Hydro Run-of-river and poundage,0.0,,2021-02-27 18:48:53
195,2018-01-18 09:00:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Wind Onshore,0.0,,2021-02-28 07:23:44
196,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Nuclear,0.0,,2018-01-18 11:01:35
197,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Hydro Pumped Storage,0.0,,2018-01-18 11:01:35
198,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Wind Onshore,0.0,,2018-01-18 11:01:35
199,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Nuclear,0.0,,2018-01-18 11:01:35
200,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Solar,0.0,,2018-01-18 11:01:35
201,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Hydro Pumped Storage,0.0,,2018-01-18 11:01:35
202,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Solar,0.0,,2018-01-18 11:01:36
203,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Wind Onshore,0.0,,2018-01-18 11:01:36
204,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Fossil Oil,0.0,,2018-01-18 11:01:36
205,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Fossil Gas,0.0,,2018-01-18 11:01:36
206,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Fossil Gas,0.0,,2018-01-18 11:01:36
207,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Solar,0.0,,2021-02-28 05:17:48
208,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Fossil Oil,0.0,,2018-01-18 11:01:37
209,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Hydro Water Reservoir,0.0,,2018-01-18 11:01:37
210,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Fossil Hard coal,0.0,,2018-01-18 11:01:38
211,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Hydro Water Reservoir,0.0,,2018-01-18 11:01:38
212,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Fossil Hard coal,0.0,,2018-01-18 11:01:39
213,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Waste,0.0,,2018-01-18 11:01:39
214,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Biomass,0.0,,2018-01-18 11:01:39
215,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:01:39
216,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,CTY,FR CTY,FR,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:01:40
217,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Waste,0.0,,2018-01-18 11:01:40
218,2018-01-18 08:00:00.000,PT60M,10YFR-RTE------C,BZN,FR BZN,FR,Biomass,0.0,,2018-01-18 11:01:40
219,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Fossil Gas,0.0,0.8,2020-05-05 16:50:46
220,2018-01-18 09:15:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Oil,0.0,,2021-02-27 18:46:53
221,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Biomass,0.0,0.0,2018-05-30 16:29:38
222,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Fossil Hard coal,0.0,0.0,2020-05-05 16:50:03
223,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Fossil Oil,0.0,0.0,2020-10-06 11:48:29
224,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Hydro Run-of-river and poundage,0.0,0.0,2018-04-01 04:52:19
225,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Nuclear,0.0,,2021-02-27 21:38:28
226,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Hydro Water Reservoir,0.0,,2021-02-27 19:54:39
227,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Other renewable,0.0,,2021-02-28 04:18:16
228,2018-01-18 09:30:00.000,PT15M,10YDE-ENBW-----N,CTA,DE(TransnetBW) CTA,DE_TransnetBW,Hydro Pumped Storage,0.0,4.35,2021-06-09 16:25:36
229,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Nuclear,0.0,,2021-02-28 01:48:05
230,2018-01-18 09:15:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Hydro Water Reservoir,0.0,,2021-02-28 00:34:22
231,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Hydro Pumped Storage,0.0,30.2,2021-12-09 10:56:47
232,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Hydro Pumped Storage,0.0,91.6,2021-12-09 11:36:15
233,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Hydro Water Reservoir,0.0,0.0,2018-04-01 04:52:33
234,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Hydro Pumped Storage,0.0,0.0,2018-01-18 11:01:55
235,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Wind Onshore,0.0,,2018-01-18 11:01:56
236,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Wind Offshore,0.0,,2018-01-18 11:01:57
237,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Solar,0.0,,2018-01-20 01:17:00
238,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Fossil Oil,0.0,,2020-10-06 11:21:29
239,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Geothermal,0.0,,2021-02-09 16:16:15
240,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Other renewable,0.0,,2018-01-18 11:02:01
241,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Hydro Water Reservoir,0.0,,2018-01-18 11:02:02
242,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Fossil Brown coal/Lignite,0.0,,2020-05-05 15:53:31
243,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Other,0.0,,2018-01-18 11:02:03
244,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Biomass,0.0,,2018-05-30 16:25:52
245,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Waste,0.0,,2021-11-22 12:51:19
246,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Fossil Gas,0.0,,2020-05-05 15:53:06
247,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Nuclear,0.0,,2018-01-18 11:02:04
248,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Fossil Hard coal,0.0,,2020-05-05 15:53:52
249,2018-01-18 09:15:00.000,PT15M,10YDE-EON------1,CTA,DE(TenneT DE) CTA,DE_TenneT_GER,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:05
250,2018-01-18 09:15:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Wind Offshore,0.0,,2018-01-18 11:02:06
251,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Wind Onshore,0.0,,2021-02-28 09:40:23
252,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Solar,0.0,,2021-02-28 08:35:03
253,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Brown coal/Lignite,0.0,,2020-05-05 16:21:37
254,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Gas,0.0,0.82,2020-05-05 16:21:15
255,2018-01-18 09:15:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Wind Offshore,0.0,,2018-01-18 11:02:12
256,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A83F,CTY,DE CTY,DE,Fossil Hard coal,0.0,,2021-02-27 15:48:30
257,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Fossil Brown coal/Lignite,0.0,,2020-05-05 16:47:43
258,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Geothermal,0.0,0.0,2021-02-09 16:46:08
259,2018-01-18 08:45:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Other,0.0,0.0,2018-12-11 15:18:59
260,2018-01-18 09:00:00.000,PT15M,10Y1001A1001A63L,BZN,DE-AT-LU BZN,DE_AT_LU,Nuclear,0.0,,2021-02-28 05:53:35
261,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Geothermal,0.0,0.0,2018-01-18 11:02:22
262,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Other renewable,0.0,0.0,2018-01-18 11:02:23
263,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Fossil Gas,0.0,0.0,2018-04-01 04:51:57
264,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Fossil Oil,0.0,0.0,2018-01-18 11:02:24
265,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Hydro Run-of-river and poundage,0.0,0.0,2018-04-01 04:51:21
266,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Biomass,0.0,0.0,2018-01-18 11:02:25
267,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Fossil Hard coal,0.0,0.0,2018-01-19 23:31:26
268,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Other,0.0,0.0,2018-01-18 11:02:26
269,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Hydro Water Reservoir,0.0,0.0,2018-04-01 04:51:22
270,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Waste,0.0,0.0,2018-01-18 11:02:27
271,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTA,AT CTA,AT,Hydro Pumped Storage,0.0,0.0,2018-04-01 04:52:23
272,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Fossil Gas,0.0,0.0,2018-04-01 04:53:00
273,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Biomass,0.0,0.0,2018-01-18 11:02:29
274,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Hydro Water Reservoir,0.0,0.0,2018-04-01 04:52:46
275,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Hydro Pumped Storage,0.0,0.0,2018-04-01 04:52:51
276,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Other,0.0,0.0,2018-01-18 11:02:31
277,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Geothermal,0.0,0.0,2018-01-18 11:02:32
278,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Hydro Run-of-river and poundage,0.0,0.0,2018-04-01 04:54:06
279,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Fossil Hard coal,0.0,0.0,2018-01-19 23:31:15
280,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Fossil Oil,0.0,0.0,2018-01-18 11:02:36
281,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Waste,0.0,0.0,2018-01-18 11:02:36
282,2018-01-18 08:45:00.000,PT15M,10YAT-APG------L,CTY,AT CTY,AT,Other renewable,0.0,0.0,2018-01-18 11:02:37
283,2018-01-18 07:00:00.000,PT60M,10YNO-2--------T,BZN,NO2 BZN,NO2,Fossil Gas,0.0,,2018-01-18 11:02:38
284,2018-01-18 07:00:00.000,PT60M,10Y1001A1001A48H,BZN,NO5 BZN,NO5,Hydro Water Reservoir,0.0,,2018-01-18 11:02:38
285,2018-01-18 07:00:00.000,PT60M,10Y1001A1001A48H,BZN,NO5 BZN,NO5,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:38
286,2018-01-18 07:00:00.000,PT60M,10Y1001A1001A48H,BZN,NO5 BZN,NO5,Other,0.0,,2018-01-18 11:02:38
287,2018-01-18 07:00:00.000,PT60M,10YNO-3--------J,BZN,NO3 BZN,NO3,Wind Onshore,0.0,,2018-01-18 11:02:38
288,2018-01-18 07:00:00.000,PT60M,10YNO-2--------T,BZN,NO2 BZN,NO2,Other,0.0,,2018-01-18 11:02:39
289,2018-01-18 07:00:00.000,PT60M,10YNO-1--------2,BZN,NO1 BZN,NO1,Wind Onshore,0.0,,2018-01-18 11:02:39
290,2018-01-18 07:00:00.000,PT60M,10YNO-2--------T,BZN,NO2 BZN,NO2,Hydro Water Reservoir,0.0,,2018-01-19 13:02:11
291,2018-01-18 07:00:00.000,PT60M,10YNO-3--------J,BZN,NO3 BZN,NO3,Fossil Gas,0.0,,2018-01-18 11:02:39
292,2018-01-18 07:00:00.000,PT60M,10YNO-4--------9,BZN,NO4 BZN,NO4,Hydro Water Reservoir,0.0,,2018-01-18 11:02:39
293,2018-01-18 07:00:00.000,PT60M,10YNO-1--------2,BZN,NO1 BZN,NO1,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:40
294,2018-01-18 07:00:00.000,PT60M,10YNO-1--------2,BZN,NO1 BZN,NO1,Other,0.0,,2018-01-18 11:02:40
295,2018-01-18 07:00:00.000,PT60M,10YNO-2--------T,BZN,NO2 BZN,NO2,Wind Onshore,0.0,,2018-01-18 11:02:40
296,2018-01-18 07:00:00.000,PT60M,10YNO-4--------9,BZN,NO4 BZN,NO4,Wind Onshore,0.0,,2018-01-18 11:02:40
297,2018-01-18 07:00:00.000,PT60M,10YNO-3--------J,BZN,NO3 BZN,NO3,Hydro Water Reservoir,0.0,,2018-01-18 11:02:41
298,2018-01-18 07:00:00.000,PT60M,10YNO-3--------J,BZN,NO3 BZN,NO3,Other,0.0,,2018-01-18 11:02:41
299,2018-01-18 07:00:00.000,PT60M,10YNO-2--------T,BZN,NO2 BZN,NO2,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:41
300,2018-01-18 07:00:00.000,PT60M,10YNO-1--------2,BZN,NO1 BZN,NO1,Fossil Gas,0.0,,2018-01-18 11:02:41
301,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTY,NO CTY,NO,Fossil Gas,0.0,,2018-01-18 11:02:41
302,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTA,NO CTA,NO,Fossil Gas,0.0,,2018-01-18 11:02:41
303,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTA,NO CTA,NO,Other,0.0,,2018-01-18 11:02:41
304,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTY,NO CTY,NO,Other,0.0,,2018-01-18 11:02:41
305,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTY,NO CTY,NO,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:41
306,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTA,NO CTA,NO,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:41
307,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTY,NO CTY,NO,Wind Onshore,0.0,,2018-01-18 11:02:42
308,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTA,NO CTA,NO,Wind Onshore,0.0,,2018-01-18 11:02:42
309,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTA,NO CTA,NO,Hydro Water Reservoir,0.0,,2018-01-19 13:02:13
310,2018-01-18 07:00:00.000,PT60M,10YNO-0--------C,CTY,NO CTY,NO,Hydro Water Reservoir,0.0,,2018-01-19 13:02:13
311,2018-01-18 07:00:00.000,PT60M,10YNO-1--------2,BZN,NO1 BZN,NO1,Hydro Water Reservoir,0.0,,2018-01-18 11:02:44
312,2018-01-18 07:00:00.000,PT60M,10Y1001A1001A48H,BZN,NO5 BZN,NO5,Wind Onshore,0.0,,2018-01-18 11:02:46
313,2018-01-18 07:00:00.000,PT60M,10YNO-4--------9,BZN,NO4 BZN,NO4,Fossil Gas,0.0,,2018-01-18 11:02:48
314,2018-01-18 07:00:00.000,PT60M,10YNO-4--------9,BZN,NO4 BZN,NO4,Other,0.0,,2018-01-18 11:02:48
315,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Hydro Run-of-river and poundage,0.0,,2018-01-18 13:02:50
316,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Fossil Brown coal/Lignite,0.0,,2018-01-18 12:03:14
317,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Hydro Pumped Storage,0.0,,2018-01-18 11:02:56
318,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Other,0.0,,2018-01-18 11:02:56
319,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Hydro Water Reservoir,0.0,,2018-01-18 11:02:56
320,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Biomass,0.0,,2018-01-18 11:02:56
321,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTA,RS CTA,RS,Fossil Gas,0.0,,2018-01-18 11:02:56
322,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Hydro Water Reservoir,0.0,,2018-01-18 11:02:57
323,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Hydro Run-of-river and poundage,0.0,,2018-01-18 13:02:51
324,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Hydro Pumped Storage,0.0,,2018-01-18 11:02:57
325,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Biomass,0.0,,2018-01-18 11:02:57
326,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Biomass,0.0,,2018-01-18 11:02:57
327,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Fossil Gas,0.0,,2018-01-18 11:02:57
328,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Fossil Brown coal/Lignite,0.0,,2018-01-18 12:03:16
329,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Fossil Brown coal/Lignite,0.0,,2018-01-18 12:03:16
330,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Hydro Pumped Storage,0.0,,2018-01-18 11:02:57
331,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Other,0.0,,2018-01-18 11:02:57
332,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Other,0.0,,2018-01-18 11:02:57
333,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,BZN,RS BZN,RS,Hydro Water Reservoir,0.0,,2018-01-18 11:02:57
334,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Hydro Run-of-river and poundage,0.0,,2018-01-18 13:02:51
335,2018-01-18 08:00:00.000,PT60M,10YCS-SERBIATSOV,CTY,RS CTY,RS,Fossil Gas,0.0,,2018-01-18 11:02:57
336,2018-01-18 07:00:00.000,PT60M,10YNO-4--------9,BZN,NO4 BZN,NO4,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:59
337,2018-01-18 07:00:00.000,PT60M,10YNO-3--------J,BZN,NO3 BZN,NO3,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:02:59
338,2018-01-18 07:00:00.000,PT60M,10Y1001A1001A48H,BZN,NO5 BZN,NO5,Fossil Gas,0.0,,2018-01-18 11:03:00
339,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Fossil Gas,0.0,,2018-01-18 11:03:02
340,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:03:02
341,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Fossil Hard coal,0.0,,2018-01-18 11:03:02
342,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Hydro Pumped Storage,0.0,,2018-01-18 11:03:02
343,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Nuclear,0.0,,2018-01-18 11:03:02
344,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Solar,0.0,,2018-01-18 11:03:02
345,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Wind Onshore,0.0,,2018-01-18 11:03:03
346,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Other,0.0,,2018-01-18 11:03:03
347,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Wind Offshore,0.0,,2018-01-18 11:03:03
348,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Fossil Oil,0.0,,2018-01-18 11:03:03
349,2018-01-18 08:30:00.000,PT30M,10YGB----------A,CTA,UK(National Grid) CTA,GB,Biomass,0.0,,2018-01-18 11:03:03
350,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Biomass,0.0,,2018-01-18 11:03:03
351,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Fossil Oil,0.0,,2018-01-18 11:03:03
352,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Wind Offshore,0.0,,2018-01-18 11:03:04
353,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Other,0.0,,2018-01-18 11:03:04
354,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Hydro Pumped Storage,0.0,,2018-01-18 11:03:04
355,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Nuclear,0.0,,2018-01-18 11:03:04
356,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Solar,0.0,,2018-01-18 11:03:04
357,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Wind Onshore,0.0,,2018-01-18 11:03:04
358,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Fossil Hard coal,0.0,,2018-01-18 11:03:05
359,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Fossil Gas,0.0,,2018-01-18 11:03:05
360,2018-01-18 08:30:00.000,PT30M,10YGB----------A,BZN,GB BZN,GB,Hydro Run-of-river and poundage,0.0,,2018-01-18 11:03:05
361,2018-01-18 08:00:00.000,PT60M,10YCH-SWISSGRIDZ,CTA,CH CTA,CH,Nuclear,0.0,,2018-01-18 12:03:22
362,2018-01-18 08:00:00.000,PT60M,10YCH-SWISSGRIDZ,CTY,CH CTY,CH,Nuclear,0.0,,2018-01-18 12:03:23
363,2018-01-18 08:00:00.000,PT60M,10YCH-SWISSGRIDZ,BZN,CH BZN,CH,Nuclear,0.0,,2018-01-18 12:03:23
